dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1704492000,2024-01-05 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.91,9656,5.32,1.61,4.68,6.69,1018,,,96,7.2,130,9.77,1.02,,,,100,701,Mist,mist,50d
1704492000,2024-01-05 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.91,9656,5.32,1.61,4.68,6.69,1018,,,96,7.2,130,9.77,1.02,,,,100,501,Rain,moderate rain,10d
1704495600,2024-01-05 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.05,10000,5.31,1.04,5.23,6.46,1017,,,95,9.77,160,13.38,0.64,,,,100,500,Rain,light rain,10d
1704499200,2024-01-06 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.28,9656,5.39,2.46,5.5,7.24,1015,,,94,6.17,160,9.77,2.5,,,,100,501,Rain,moderate rain,10d
1704499200,2024-01-06 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.28,9656,5.39,2.46,5.5,7.24,1015,,,94,6.17,160,9.77,2.5,,,,100,701,Mist,mist,50d
1704502800,2024-01-06 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.29,10000,5.4,2.28,5.5,7.35,1014,,,94,6.69,170,,0.25,,,,100,500,Rain,light rain,10n
1704506400,2024-01-06 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.49,10000,5.29,1.25,5.79,7.38,1013,,,92,11.32,170,13.89,1.82,,,,100,501,Rain,moderate rain,10n
1704510000,2024-01-06 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.41,10000,5.36,1.03,5.79,7.38,1012,,,93,11.83,170,,1.65,,,,100,501,Rain,moderate rain,10n
1704513600,2024-01-06 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.51,10000,5.46,1.05,5.79,7.38,1010,,,93,12.35,170,15.43,1.64,,,,100,501,Rain,moderate rain,10n
1704517200,2024-01-06 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.3,10000,5.1,1.5,5.5,7.38,1009,,,92,9.26,170,,1.74,,,,100,501,Rain,moderate rain,10n
1704520800,2024-01-06 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.95,8047,5.21,3.26,5.23,7.24,1008,,,95,3.6,140,,1.02,,,,100,501,Rain,moderate rain,10n
1704520800,2024-01-06 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.95,8047,5.21,3.26,5.23,7.24,1008,,,95,3.6,140,,1.02,,,,100,701,Mist,mist,50n
1704524400,2024-01-06 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.11,8047,5.37,0.86,5.23,7.38,1007,,,95,10.8,170,,3.68,,,,100,501,Rain,moderate rain,10n
1704524400,2024-01-06 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.11,8047,5.37,0.86,5.23,7.38,1007,,,95,10.8,170,,3.68,,,,100,701,Mist,mist,50n
1704528000,2024-01-06 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.91,2414,5.47,1.61,5.39,6.65,1006,,,97,7.2,190,,2.54,,,,100,501,Rain,moderate rain,10n
1704528000,2024-01-06 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.91,2414,5.47,1.61,5.39,6.65,1006,,,97,7.2,190,,2.54,,,,100,701,Mist,mist,50n
1704531600,2024-01-06 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.43,10000,3.7,-1.24,3.72,6.17,1005,,,95,10.29,290,,3.94,,,,100,501,Rain,moderate rain,10n
1704535200,2024-01-06 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.35,10000,3.77,-2.09,3.72,5.54,1005,,,96,13.38,300,,1.85,,,,100,501,Rain,moderate rain,10n
1704538800,2024-01-06 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.27,10000,3.54,-1.72,3.28,5.58,1005,,,95,11.32,290,,0.25,,,,100,500,Rain,light rain,10n
1704542400,2024-01-06 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.4,10000,3.52,-1.79,3.28,5.58,1004,,,94,12.35,290,15.43,0.18,,,,75,500,Rain,light rain,10n
1704546000,2024-01-06 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.01,10000,3.13,-1.94,3.01,5.02,1004,,,94,10.8,290,13.89,,,,,40,802,Clouds,scattered clouds,03n
1704549600,2024-01-06 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.91,10000,2.88,-2.57,3.01,4.47,1004,,,93,12.86,280,17.49,,,,,40,802,Clouds,scattered clouds,03n
1704553200,2024-01-06 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.89,10000,2.71,-2.71,2.71,4.47,1005,,,92,13.38,280,15.95,,,,,75,803,Clouds,broken clouds,04n
1704556800,2024-01-06 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.76,10000,2.58,-2.53,2.71,4.43,1005,,,92,11.83,280,15.43,,,,,75,803,Clouds,broken clouds,04n
1704560400,2024-01-06 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.46,10000,2.29,-2.67,2.17,4.98,1006,,,92,10.8,290,15.43,,,,,40,802,Clouds,scattered clouds,03d
1704564000,2024-01-06 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.26,10000,2.92,-1.86,3.57,5.38,1006,,,91,11.83,290,,,,,,20,801,Clouds,few clouds,02d
1704567600,2024-01-06 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5,10000,3.34,-0.98,4.38,5.54,1006,,,89,12.35,290,,,,,,20,801,Clouds,few clouds,02d
1704571200,2024-01-06 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.11,10000,3.29,-0.6,4.38,5.78,1006,,,88,11.32,290,,,,,,20,801,Clouds,few clouds,02d
1704574800,2024-01-06 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.83,10000,3.67,0.37,4.94,7.24,1006,,,86,11.32,290,,,,,,20,801,Clouds,few clouds,02d
1704578400,2024-01-06 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.8,10000,3.31,0.45,4.94,6.65,1007,,,84,10.8,290,,,,,,20,801,Clouds,few clouds,02d
1704582000,2024-01-06 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.74,10000,3.08,0.5,5.38,6.35,1007,,,83,10.29,300,,,,,,20,801,Clouds,few clouds,02d
1704585600,2024-01-07 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.32,10000,2.84,-0.06,4.68,6.38,1008,,,84,10.29,310,,,,,,20,801,Clouds,few clouds,02d
1704589200,2024-01-07 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.74,,2.71,3.74,2.71,5.35,1009,,,93,0.51,20,,,,,,8,800,Clear,sky is clear,01n
1704592800,2024-01-07 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.16,10000,2.29,1.79,2.05,4.98,1009,,,94,1.54,10,,,,,,20,801,Clouds,few clouds,02n
1704596400,2024-01-07 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.16,,2.29,3.16,2.16,4.98,1010,,,94,1.03,20,,,,,,15,801,Clouds,few clouds,02n
1704600000,2024-01-07 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.34,10000,1.48,2.34,1.4,4.35,1010,,,94,1.03,0,,,,,,20,801,Clouds,few clouds,02n
1704603600,2024-01-07 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.78,,1.07,-1.23,0.94,2.76,1011,,,95,2.84,294,,,,,,21,801,Clouds,few clouds,02n
1704607200,2024-01-07 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.78,10000,1.21,1.78,1.05,3.36,1012,,,96,1.03,30,,,,,,75,803,Clouds,broken clouds,04n
1704610800,2024-01-07 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.39,10000,1.38,0.07,1.05,3.36,1012,,,93,2.24,241,4.92,,,,,40,802,Clouds,scattered clouds,03n
1704614400,2024-01-07 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.58,10000,0.57,1.58,0.79,3.36,1013,,,93,1.03,0,,,,,,20,801,Clouds,few clouds,02n
1704618000,2024-01-07 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.03,10000,-0.11,1.03,0.23,2.8,1013,,,92,1.03,0,,,,,,20,801,Clouds,few clouds,02n
1704621600,2024-01-07 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.23,,0.52,1.23,-0.06,2.35,1015,,,95,0.51,10,,,,,,87,804,Clouds,overcast clouds,04n
1704625200,2024-01-07 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.89,,0.18,0.89,0.23,2.35,1015,,,95,0.51,50,,,,,,76,803,Clouds,broken clouds,04n
1704628800,2024-01-07 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.29,10000,-0.37,-2.19,-0.62,2.35,1015,,,95,2.06,40,,,,,,20,801,Clouds,few clouds,02n
1704632400,2024-01-07 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.08,10000,-0.3,0.08,-0.61,1.69,1016,,,97,1.03,50,,,,,,75,803,Clouds,broken clouds,04n
1704636000,2024-01-07 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-0.24,,-0.73,-0.24,-0.62,1.69,1016,,,96,0.45,130,1.34,,,,,76,803,Clouds,broken clouds,04n
1704639600,2024-01-07 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.02,10000,-0.35,0.02,-0.62,2.35,1017,,,97,1.03,350,,,,,,75,803,Clouds,broken clouds,04n
1704643200,2024-01-07 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.48,10000,-0.33,-2.52,-0.06,1.65,1017,,,94,2.57,70,,,,,,40,802,Clouds,scattered clouds,03n
1704646800,2024-01-07 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.96,10000,0.1,-0.72,-0.06,2.35,1018,,,94,1.54,290,,,,,,75,803,Clouds,broken clouds,04d
1704650400,2024-01-07 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.48,10000,0.32,-1.8,0.49,2.38,1018,,,92,3.09,50,,,,,,75,803,Clouds,broken clouds,04d
1704654000,2024-01-07 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.07,10000,0.6,-1.47,1.07,3.4,1018,,,90,3.6,70,,0.38,,,,40,500,Rain,light rain,10d
1704657600,2024-01-07 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.24,10000,1.29,0.75,1.9,4.35,1018,,,87,2.57,100,,,,,,75,803,Clouds,broken clouds,04d
1704661200,2024-01-07 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.77,10000,1.48,0.96,2.84,4.83,1018,,,85,3.09,120,,,,,,75,803,Clouds,broken clouds,04d
1704664800,2024-01-07 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.89,10000,1.6,2.63,3.29,4.97,1019,,,85,1.54,300,,,,,,75,803,Clouds,broken clouds,04d
1704668400,2024-01-07 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.76,10000,1.64,2.48,3.14,4.97,1019,,,86,1.54,170,,,,,,75,803,Clouds,broken clouds,04d
1704672000,2024-01-08 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.53,10000,1.41,3.53,2.71,4.41,1019,,,86,0.51,210,,,,,,75,803,Clouds,broken clouds,04d
1704675600,2024-01-08 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.95,10000,1.47,1.55,1.73,3.86,1020,,,90,1.54,290,,,,,,75,803,Clouds,broken clouds,04n
1704679200,2024-01-08 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.56,10000,1.39,0.46,1.17,3.56,1020,,,92,2.06,10,,,,,,75,803,Clouds,broken clouds,04n
1704682800,2024-01-08 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.43,10000,1.11,-0.21,1.05,3.38,1020,,,91,2.57,40,,,,,,100,804,Clouds,overcast clouds,04n
1704686400,2024-01-08 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.68,10000,0.52,-0.57,0.37,2.8,1020,,,92,2.06,100,,,,,,75,803,Clouds,broken clouds,04n
1704690000,2024-01-08 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.19,10000,0.04,-1.14,-0.05,2.8,1020,,,92,2.06,70,,,,,,75,803,Clouds,broken clouds,04n
1704693600,2024-01-08 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.85,10000,-0.4,-2.08,-0.06,2.35,1021,,,91,2.57,80,,,,,,75,803,Clouds,broken clouds,04n
1704697200,2024-01-08 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.78,10000,-0.32,-2.17,-0.05,1.64,1020,,,92,2.57,80,,,,,,75,803,Clouds,broken clouds,04n
1704700800,2024-01-08 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.08,10000,-0.2,-3.64,0.49,2.38,1020,,,91,5.14,90,,,,,,100,804,Clouds,overcast clouds,04n
1704704400,2024-01-08 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.21,10000,-0.08,-3.99,0.5,2.38,1020,,,91,6.17,90,,,,,,100,804,Clouds,overcast clouds,04n
1704708000,2024-01-08 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.22,10000,0.07,-3.98,0.5,2.38,1021,,,92,6.17,90,,,,,,100,804,Clouds,overcast clouds,04n
1704711600,2024-01-08 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.34,10000,0.19,-4.27,0.37,2.38,1021,,,92,7.2,100,,,,,,100,804,Clouds,overcast clouds,04n
1704715200,2024-01-08 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.3,10000,0,-4.53,0.37,2.38,1021,,,91,7.72,80,,,,,,100,804,Clouds,overcast clouds,04n
1704718800,2024-01-08 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.09,10000,0.23,-5.35,0.37,2.35,1020,,,94,9.26,90,,,,,,100,804,Clouds,overcast clouds,04n
1704722400,2024-01-08 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.75,10000,0.04,-5.8,-0.05,2.35,1020,,,95,9.26,80,,,,0.25,,100,500,Rain,light rain,10n
1704722400,2024-01-08 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.75,10000,0.04,-5.8,-0.05,2.35,1020,,,95,9.26,80,,,,0.25,,100,600,Snow,light snow,13n
1704726000,2024-01-08 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.66,10000,0.1,-6.09,-0.05,2.35,1019,,,96,9.77,80,,,,0.25,,100,500,Rain,light rain,10n
1704726000,2024-01-08 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.66,10000,0.1,-6.09,-0.05,2.35,1019,,,96,9.77,80,,,,0.25,,100,600,Snow,light snow,13n
1704729600,2024-01-08 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.49,10000,-0.06,-6.47,-0.17,2.35,1019,,,96,10.29,90,,,,0.51,,100,500,Rain,light rain,10n
1704729600,2024-01-08 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.49,10000,-0.06,-6.47,-0.17,2.35,1019,,,96,10.29,90,,,,0.51,,100,601,Snow,snow,13n
1704733200,2024-01-08 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.1,10000,0.68,-5.17,-0.04,2.35,1019,,,97,8.75,90,,0.25,,,,100,500,Rain,light rain,10d
1704736800,2024-01-08 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.23,10000,0.66,-5.17,0.39,2.76,1018,,,96,9.26,80,,0.76,,,,75,500,Rain,light rain,10d
1704740400,2024-01-08 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.5,10000,0.93,-4.98,0.94,2.76,1017,,,96,9.77,80,,1.02,,,,100,501,Rain,moderate rain,10d
1704744000,2024-01-08 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.04,10000,1.18,-4.1,1.05,3.32,1016,,,94,9.26,80,,0.89,,,,100,500,Rain,light rain,10d
1704747600,2024-01-08 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.08,10000,1.36,-3.88,1.5,3.32,1015,,,95,8.75,90,,0.89,,,,100,500,Rain,light rain,10d
1704751200,2024-01-08 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.33,10000,1.76,-3.2,1.38,3.32,1014,,,96,7.72,90,,0.89,,,,100,500,Rain,light rain,10d
1704754800,2024-01-08 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.37,6437,1.94,-3.14,1.38,3.32,1013,,,97,7.72,90,,1.53,,,,100,701,Mist,mist,50d
1704754800,2024-01-08 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.37,6437,1.94,-3.14,1.38,3.32,1013,,,97,7.72,90,,1.53,,,,100,501,Rain,moderate rain,10d
1704758400,2024-01-09 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.02,9656,1.59,-1.88,1.07,3.87,1012,,,97,4.12,90,,2.67,,,,100,501,Rain,moderate rain,10d
1704758400,2024-01-09 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.02,9656,1.59,-1.88,1.07,3.87,1012,,,97,4.12,90,,2.67,,,,100,701,Mist,mist,50d
1704762000,2024-01-09 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.98,6437,1.55,-1.93,1.07,3.87,1010,,,97,4.12,90,,2.67,,,,100,501,Rain,moderate rain,10n
1704762000,2024-01-09 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.98,6437,1.55,-1.93,1.07,3.87,1010,,,97,4.12,90,,2.67,,,,100,701,Mist,mist,50n
1704765600,2024-01-09 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.96,,1.39,-2.87,1.05,3.87,1008,,,96,5.81,79,8.05,3.31,,,,100,501,Rain,moderate rain,10n
1704769200,2024-01-09 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.83,10000,1.26,-4.84,0.94,3.32,1006,,,96,10.8,80,,2.54,,,,100,501,Rain,moderate rain,10n
1704772800,2024-01-09 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.03,4828,1.6,-4.58,1.06,4.41,1003,,,97,10.8,80,,1.27,,,,100,501,Rain,moderate rain,10n
1704772800,2024-01-09 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.03,4828,1.6,-4.58,1.06,4.41,1003,,,97,10.8,80,,1.27,,,,100,701,Mist,mist,50n
1704776400,2024-01-09 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.75,4828,2.18,-3.62,2.05,4.97,1000,,,96,10.8,90,,1.27,,,,100,501,Rain,moderate rain,10n
1704776400,2024-01-09 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.75,4828,2.18,-3.62,2.05,4.97,1000,,,96,10.8,90,,1.27,,,,100,701,Mist,mist,50n
1704780000,2024-01-09 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.96,6437,2.53,-3.73,2.18,4.94,997,,,97,12.35,100,,3.93,,,,100,501,Rain,moderate rain,10n
1704783600,2024-01-09 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.06,4828,3.77,-0.58,3.28,6.35,996,,,98,6.69,120,9.26,3.81,,,,100,501,Rain,moderate rain,10n
1704787200,2024-01-09 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.92,10000,4.63,1.17,3.83,6.4,995,,,98,5.14,170,8.23,2.42,,,,40,501,Rain,moderate rain,10n
1704790800,2024-01-09 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.55,10000,4.96,0.98,4.67,7.24,995,,,96,7.72,190,,0.35,,,,75,500,Rain,light rain,10n
1704794400,2024-01-09 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.41,10000,4.22,1.15,4.38,6.69,995,,,92,6.69,190,9.77,0.22,,,,40,500,Rain,light rain,10n
1704798000,2024-01-09 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.19,10000,3.53,1.07,4.5,5.54,995,,,89,6.17,170,9.26,0.25,,,,75,500,Rain,light rain,10n
1704801600,2024-01-09 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.18,10000,3.83,-0.25,4.39,6.13,994,,,91,10.29,190,13.89,0.25,,,,100,500,Rain,light rain,10n
1704805200,2024-01-09 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.22,10000,3.87,-0.06,4.83,6.13,994,,,91,9.77,180,12.86,1.73,,,,100,501,Rain,moderate rain,10n
1704808800,2024-01-09 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.23,10000,4.04,0.74,4.68,6.13,993,,,92,7.2,160,,1.39,,,,100,501,Rain,moderate rain,10n
1704812400,2024-01-09 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.5,10000,4.15,-0.19,4.68,6.38,992,,,91,11.83,180,,1.15,,,,100,501,Rain,moderate rain,10n
1704816000,2024-01-09 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.91,10000,4.56,0.85,5.23,6.69,992,,,91,9.77,180,13.89,0.62,,,,100,500,Rain,light rain,10n
1704819600,2024-01-09 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.08,10000,4.57,1.51,5.5,7.01,992,,,90,8.23,180,12.86,0.29,,,,75,500,Rain,light rain,10d
1704823200,2024-01-09 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.67,10000,4.99,1.99,6.05,7.57,993,,,89,9.26,250,11.83,0.29,,,,100,500,Rain,light rain,10d
1704826800,2024-01-09 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.06,10000,5.05,2.25,6.05,7.72,994,,,87,10.28,269,15.2,0.25,,,,75,500,Rain,light rain,10d
1704830400,2024-01-09 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.36,10000,4.67,3.03,6.35,8.28,995,,,83,8.75,280,,,,,,75,803,Clouds,broken clouds,04d
